MP_Name,Work_Type,Amount,log_spend,peer_median,peer_mad,peer_n_mps,peer_median_spend,conc_eligible,conc_z,conc_ratio,conc_score,mp_total_amount,mp_works_n,portfolio_share,mp_cat_works_n,conc_reason
MANI. A.,Purchase of hospital equipment,678720.0,13.427963950358455,14.038695543721623,0.6075665378155941,12,1250051.794126947,False,0.0,0.5429535025578898,0,7928720.0,7,0.08560272023731447,1,
MANISH TEWARI,Installation of fixed garden gym equipment,1169467.0,13.972058647421427,14.817987059441387,0.6050596036673905,9,2725022.0000000005,False,0.0,0.4291587370670768,0,7044886.0,16,0.16600226036304916,3,
MANISH TEWARI,Lighting of public spaces,239304.0,12.385489989176738,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-1.2763416850662217,0.08869181573165628,0,7044886.0,16,0.03396847017822574,1,
MANISH TEWARI,Providing CCTV camera system for security of public areas,5636115.0,15.544705556334767,14.570997594367718,0.9737079619670492,7,2128647.999999999,False,0.0,2.647744014040838,0,7044886.0,16,0.8000292694587251,12,
MANJU SHARMA,Construction of rooms and halls in school and colleges,758307.0,13.538843595821417,13.889238600811138,0.7668752234068101,61,1076513.9999999993,True,-0.3081875951287491,0.7044097893757076,0,2054213.0,3,0.3691472111217289,1,
MANJU SHARMA,Providing drains and gutters for public drainage,612876.0,13.325917910606293,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,-0.6377879806649128,0.6130716010440775,0,2054213.0,3,0.2983507552527416,1,
MANJU SHARMA,Purchase of hospital equipment,683030.0,13.434294061453603,14.038695543721623,0.6075665378155941,12,1250051.794126947,False,0.0,0.5464013596948896,0,2054213.0,3,0.3325020336255296,1,
MANNA LAL RAWAT,Construction of common work sheds/ common covered sitting area,999187.0,13.814697227300542,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,0.0012480891017564077,1.0014069530581455,0,23883979.0,19,0.041835030921773965,1,
MANNA LAL RAWAT,Construction of culverts and bridges,15819317.0,16.576742346173308,13.951241645841687,0.828878268437359,42,1145373.8472655984,True,2.136502173850286,13.811487871637855,7,23883979.0,19,0.6623400983563082,11,"MANNA LAL RAWAT spent ₹15,819,317 (₹1.58 crore) on 'Construction of culverts and bridges' works — 13.8x the median MP spend in that category (₹1,145,374 (₹11.45 lakh), n=42 peer MPs), 66% of this MP's total disbursed funds."
MANNA LAL RAWAT,Construction of rainwater harvesting structures,4487995.0,15.316916612102052,14.457364444136669,0.8677274104742061,5,1900000.0,False,0.0,2.3621026315789475,0,23883979.0,19,0.1879081789512543,3,
MANNA LAL RAWAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",498916.0,13.120193023890101,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.4238409709997983,0.1440271442007677,0,23883979.0,19,0.020889149165639442,1,
MANNA LAL RAWAT,Construction of rooms and halls in school and colleges,1916904.0,14.466221942526563,13.889238600811138,0.7668752234068101,61,1076513.9999999993,True,0.507481858988949,1.780658681633496,0,23883979.0,19,0.08025898867186242,1,
MANNA LAL RAWAT,Purchase of books and periodicals for libraries/digitization of library books,161660.0,11.993250643287835,13.458835614025542,1.4655849707377069,7,700000.0000000002,False,0.0,0.23094285714285706,0,23883979.0,19,0.006768553933161639,2,
MANOJ KUMAR,Construction of boundary walls of existing public and community buildings,988879.0,13.804327257316148,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,0.0035527223694292783,1.00357972774409,0,21803036.0,22,0.045355105591716675,1,
MANOJ KUMAR,Construction of footpaths and pedestrian ways,883044.0,13.691130308469193,13.691130308469193,0.49594380592756515,27,883043.9999999998,True,0.0,1.0000000000000002,0,21803036.0,22,0.04050096509495283,1,
MANOJ KUMAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",19931113.0,16.807792536088783,15.057946519666173,0.917949939299187,226,3464041.467798128,True,1.2857685234754022,5.753716629919257,0,21803036.0,22,0.9141439293133304,20,
MOHIBBULLAH,Construction of boundary walls of existing public and community buildings,3069043.0,14.936876344582247,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,1.1295685063408212,3.1146675562681634,0,25324481.0,85,0.12118878171679016,1,
MOHIBBULLAH,"Construction of roads, link roads, pathways or any other road with or without drainage system",8820451.0,15.992583560462535,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.6867615073850735,2.546289090934758,0,25324481.0,85,0.3482974043969549,11,
MOHIBBULLAH,Lighting of public spaces,13434987.0,16.413372832409376,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.8457506766954808,4.979329185309053,0,25324481.0,85,0.530513813886255,73,
MUKESHKUMAR CHANDRAKAANT DALAL,"Purchase of IT systems, including hardware and software for educational purposes",946160.0,13.760166966924999,13.774841282306094,0.8346872078132384,20,960146.6213032259,True,-0.011858125573146597,0.985432827661007,0,946160.0,5,1.0,5,
MURASOLI S,Construction of bus-sheds or bus-stops,2849385.0,14.862613739485251,13.86558751291084,0.743540185445033,21,1051351.9999999995,True,0.9044490169982278,2.7102102816183367,0,26906527.0,20,0.10589939756996508,2,
MURASOLI S,Construction of community centers and community halls,22922582.0,16.947633096171035,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,2.432704471453832,15.364474392410855,7,26906527.0,20,0.8519338820651212,17,"MURASOLI S spent ₹22,922,582 (₹2.29 crore) on 'Construction of community centers and community halls' works — 15.4x the median MP spend in that category (₹1,491,921 (₹14.92 lakh), n=101 peer MPs), 85% of this MP's total disbursed funds."
MURASOLI S,Purchase of hospital equipment,1134560.0,13.941755468537824,14.038695543721623,0.6075665378155941,12,1250051.794126947,False,0.0,0.9076103928896738,0,26906527.0,20,0.04216672036491369,1,
Maddila Gurumoorthy,"Construction of roads, link roads, pathways or any other road with or without drainage system",499938.0,13.122239369715693,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.422337337522339,0.14432217531096098,0,8489704.0,15,0.05888756545575676,1,
Maddila Gurumoorthy,Construction of rooms and halls in school and colleges,2000321.0,14.508818225645472,13.889238600811138,0.7668752234068101,61,1076513.9999999993,True,0.544947136372755,1.8581467588902711,0,8489704.0,15,0.23561728418328837,1,
Maddila Gurumoorthy,Construction of toilet blocks,1211245.0,14.007159314211616,13.117262389458487,0.8898969247531294,11,497456.00000000035,False,0.0,2.4348786626354877,0,8489704.0,15,0.14267222979741107,1,
Maddila Gurumoorthy,Installing community drinking water plants,393791.0,12.883575590685268,13.273726077636404,0.67248362567556,22,581709.2768729058,True,-0.3913203138354196,0.676954993939416,0,8489704.0,15,0.04638453825952,1,
Maddila Gurumoorthy,Providing drains and gutters for public drainage,2297680.0,14.64741047617138,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,1.084831364923609,2.2984133108278937,0,8489704.0,15,0.27064312253996137,3,
Maddila Gurumoorthy,Providing supply pipelines for drinking water,1158892.0,13.96297493420089,13.120916330937414,0.6030149786341905,11,499277.00000000035,False,0.0,2.321140368973534,0,8489704.0,15,0.1365055837046851,4,
Maddila Gurumoorthy,Purchase of other aids / devices required for P/ M/ V/ H impaired for differently abled persons,570000.0,13.253391639810733,13.004513425707888,0.34614050233604754,6,444414.70497723145,False,0.0,1.282585822692799,0,8489704.0,15,0.06714014999816248,1,
Maddila Gurumoorthy,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",137000.0,11.827736204810263,13.03171630837963,1.2039801035693678,3,456669.9999999996,False,0.0,0.2999978102349621,0,8489704.0,15,0.01613719394692677,1,
Maddila Gurumoorthy,Street lights,220837.0,12.305180151810148,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,-1.4260381338414503,0.07517522628785786,0,8489704.0,15,0.026012332114288085,2,
Mahendra Singh Solanky,Construction of common work sheds/ common covered sitting area,1000000.0,13.815510557964274,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,0.0019700912110418097,1.0022217593484959,0,1000000.0,1,1.0,1,
Mahesh Sharma,"Construction of roads, link roads, pathways or any other road with or without drainage system",44005367.0,17.59982216171664,15.057946519666173,0.917949939299187,226,3464041.467798128,True,1.8677435959873587,12.703475812595116,0,44005367.0,51,1.0,51,
Mala Rajya Laxmi Shah,Construction of footpaths and pedestrian ways,5194642.0,15.46313826772511,13.691130308469193,0.49594380592756515,27,883043.9999999998,True,2.409989507344878,5.8826536390032675,7,6191630.0,5,0.8389781043117887,4,"Mala Rajya Laxmi Shah spent ₹5,194,642 (₹51.95 lakh) on 'Construction of footpaths and pedestrian ways' works — 5.9x the median MP spend in that category (₹883,044 (₹8.83 lakh), n=27 peer MPs), 84% of this MP's total disbursed funds."
Mala Rajya Laxmi Shah,Development of playfields and sports grounds,996988.0,13.812494012763215,13.699922696458536,0.5894825609725016,14,890842.2980528027,False,0.0,1.1191520678566902,0,6191630.0,5,0.16102189568821135,1,
Mala Roy,Construction of additional rooms and halls in the existing public and community building,825080.0,13.62323563031253,13.81528000481769,0.6929616294384839,24,999769.4734287509,True,-0.18692799875325522,0.8252702467203303,0,17940500.0,19,0.04598979961539534,1,
Mala Roy,Construction of community centers and community halls,1497934.0,14.219597383343693,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,0.003581550663071236,1.0040303742624441,0,17940500.0,19,0.08349455143390652,1,
Mala Roy,Construction of footpaths and pedestrian ways,2559799.0,14.755439297748232,13.691130308469193,0.49594380592756515,27,883043.9999999998,True,1.44749547164132,2.8988351656316116,0,17940500.0,19,0.14268270115102702,2,
Mala Roy,Construction of public toilets and bathrooms,1333071.0,14.102995861058234,13.010791601747224,0.8303681034170749,16,447213.5954999579,True,0.8871869835482508,2.9808373748336225,0,17940500.0,19,0.07430511970123464,1,
Mala Roy,"Construction of roads, link roads, pathways or any other road with or without drainage system",3368750.0,15.030052313639445,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.02049637040053856,0.9724912450719886,0,17940500.0,19,0.18777347342604722,2,
Mala Roy,Lighting of public spaces,5418236.0,15.505280859187208,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.36732190526545344,2.008128526487758,0,17940500.0,19,0.30201142666034947,8,
Mala Roy,Street lights,2937630.0,14.893113691774463,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,0.0,0.9999999999999996,0,17940500.0,19,0.1637429280120398,4,
Manickam Tagore B,Construction of community centers and community halls,5868959.0,15.585187833658173,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,1.2195432947393392,3.9338269251522027,0,8668959.0,7,0.6770085081726652,3,
Manickam Tagore B,Installing community drinking water plants,1200000.0,13.997832114758229,13.273726077636404,0.67248362567556,22,581709.2768729058,True,0.7262771960403154,2.0628861317990994,0,8668959.0,7,0.13842492506885776,2,
Manickam Tagore B,Lighting of public spaces,1600000.0,14.28551418721001,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-0.27531285807758793,0.5929984670989622,0,8668959.0,7,0.184566566758477,2,
Midhun Reddy,Construction of artificial reef,75000.0,11.225243392518447,11.918390573078392,0.6931471805599454,2,149999.99999999994,False,0.0,0.5000000000000002,0,5349307.0,25,0.014020507703147342,1,
Midhun Reddy,"Construction of roads, link roads, pathways or any other road with or without drainage system",999527.0,13.815037446064487,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.9132765679840592,0.2885436012506329,0,5349307.0,25,0.18685168004005004,3,
Midhun Reddy,Installing community drinking water plants,287955.0,12.57055949690978,13.273726077636404,0.67248362567556,22,581709.2768729058,True,-0.7052749547970809,0.4950153134018414,0,5349307.0,25,0.05383033727546391,1,
Midhun Reddy,Installing tube-wells and borewells,1341955.0,14.109638063909824,13.14725957257652,0.9530793891161249,32,512604.3466944067,True,0.6810810304126964,2.6179157641829702,0,5349307.0,25,0.25086520553036123,8,
Midhun Reddy,Providing drains and gutters for public drainage,831579.0,13.631081582121892,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,-0.23999471430718364,0.8318444007019902,0,5349307.0,25,0.15545546367034085,2,
Midhun Reddy,Providing supply pipelines for drinking water,480086.0,13.08172053350231,13.120916330937414,0.6030149786341905,11,499277.00000000035,False,0.0,0.9615624192582467,0,5349307.0,25,0.08974732614897593,1,
Midhun Reddy,Purchase of mobile water tankers,83205.0,11.329062721157445,15.03928598958639,0.8174433387947495,17,3399999.999999998,True,-3.0614300414327347,0.024472058823529427,0,5349307.0,25,0.01555435124587166,1,
Midhun Reddy,Purchase of other aids / devices required for P/ M/ V/ H impaired for differently abled persons,800000.0,13.592367006650065,13.004513425707888,0.34614050233604754,6,444414.70497723145,False,0.0,1.8001204529021742,0,5349307.0,25,0.149552082166905,3,
Midhun Reddy,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",450000.0,13.017002861746503,13.017002861746503,0.8109302162163292,9,450000.00000000035,False,0.0,0.9999999999999992,0,5349307.0,25,0.08412304621888406,5,
Mitesh Rameshbhai Bakabhai Patel,Construction of boundary walls of existing public and community buildings,77161.0,11.25364942701863,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,-2.532411086205069,0.07830807952485767,0,7341199.0,42,0.010510680884689273,1,
Mitesh Rameshbhai Bakabhai Patel,Construction of common work sheds/ common covered sitting area,504106.0,13.130541842400207,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,-0.6060837784937712,0.505226002218133,0,7341199.0,42,0.06866807452025207,6,
Mitesh Rameshbhai Bakabhai Patel,"Construction of roads, link roads, pathways or any other road with or without drainage system",6136503.0,15.629765593897606,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.4201666660205456,1.7714865878613708,0,7341199.0,42,0.8358992856616474,33,
Mitesh Rameshbhai Bakabhai Patel,Improvement of electricity distribution infrastructure,123429.0,11.723421370947074,12.864768028978977,0.8912752299478237,22,386453.9636230947,True,-0.863749260582038,0.31938862482564484,0,7341199.0,42,0.01681319359412543,1,
Mitesh Rameshbhai Bakabhai Patel,Providing drains and gutters for public drainage,500000.0,13.122363377404328,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,-0.9031295996137902,0.50015957636135,0,7341199.0,42,0.06810876533928585,1,
Mr Gopal Jee Thakur,Installing tube-wells and borewells,218952.0,12.29660780669342,13.14725957257652,0.9530793891161249,32,512604.3466944067,True,-0.60201135670372,0.42713644824110325,0,218952.0,1,1.0,1,
Ms Mahua Moitra,Construction of additional rooms and halls in the existing public and community building,1031814.0,13.846828976221666,13.81528000481769,0.6929616294384839,24,999769.4734287509,True,0.030708455285214552,1.0320519153894059,0,7575016.0,13,0.13621278159676495,1,
Ms Mahua Moitra,Construction of buildings for crèches and anganwadies,1697657.0,14.344759623092493,14.344759623092493,0.339925413650878,5,1697656.9999999995,False,0.0,1.0000000000000002,0,7575016.0,13,0.224112661940252,2,
Ms Mahua Moitra,Construction of common work sheds/ common covered sitting area,370902.0,12.82369315575217,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,-0.8784765565734689,0.37172605498587585,0,7575016.0,13,0.048963856974031474,1,
Ms Mahua Moitra,Construction of culverts and bridges,399842.0,12.89882474805707,13.951241645841687,0.828878268437359,42,1145373.8472655984,True,-0.8564046429809016,0.34909300657995684,0,7575016.0,13,0.05278431095063033,1,
Ms Mahua Moitra,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",469091.0,13.058552058457806,13.122363377404328,0.5108256237659905,13,499999.9999999997,False,0.0,0.9381820000000005,0,7575016.0,13,0.061926073819514045,4,
Ms Mahua Moitra,Construction of stadiums,399994.0,12.899204825977618,13.46869440885903,0.45791030716805725,4,706935.2869959166,False,0.0,0.5658141662439188,0,7575016.0,13,0.05280437691484744,1,
Ms Mahua Moitra,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,2933290.0,14.891635217943934,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,2.039485055350383,5.843381774355804,7,7575016.0,13,0.3872321853841629,1,"Ms Mahua Moitra spent ₹2,933,290 (₹29.33 lakh) on 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground' works — 5.8x the median MP spend in that category (₹501,985 (₹5.02 lakh), n=37 peer MPs), 39% of this MP's total disbursed funds."
Ms Mahua Moitra,Development of playfields and sports grounds,199567.0,12.203905298529557,13.699922696458536,0.5894825609725016,14,890842.2980528027,False,0.0,0.22402057068485887,0,7575016.0,13,0.02634542290075691,1,
Ms Mahua Moitra,Establishing public ground water recharging facilities,72859.0,11.196281345516404,12.86509713455567,0.8363190191600962,4,386581.1687084615,False,0.0,0.18847012192398407,0,7575016.0,13,0.00961832951903996,1,
Mukesh Rajput,Installation of fixed garden gym equipment,8183088.0,15.917580143453895,14.817987059441387,0.6050596036673905,9,2725022.0000000005,False,0.0,3.002943829444312,0,44140192.0,155,0.18538859096942759,8,
Mukesh Rajput,Street lights,35957104.0,17.39783723039808,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,1.3801866337173507,12.240174562487441,0,44140192.0,155,0.8146114090305724,147,
NALIN SOREN,Construction of culverts and bridges,500000.0,13.122363377404328,13.951241645841687,0.828878268437359,42,1145373.8472655984,True,-0.6745,0.43653869100789416,0,10450000.0,32,0.04784688995215311,1,
NALIN SOREN,"Construction of roads, link roads, pathways or any other road with or without drainage system",1950000.0,14.48333993053993,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.42221490276642326,0.5629262865722828,0,10450000.0,32,0.18660287081339713,5,
NALIN SOREN,Creation of new ponds,8000000.0,15.89495209964411,14.851423699475491,0.3536090351812504,5,2817678.0000000023,False,0.0,2.839217256194637,0,10450000.0,32,0.7655502392344498,26,
NARAYAN DAS AHIRWAR,Lighting of public spaces,4777432.800000001,15.379413889063573,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.3010088206269022,1.7706314544176898,0,4777432.800000001,20,1.0,20,
NAVEEN JINDAL,Construction of boundary walls of existing public and community buildings,2500000.0,14.73180128983843,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,0.9256764621577684,2.5371651328021176,0,9656176.0,34,0.2589016604502652,1,
NAVEEN JINDAL,Construction of common work sheds/ common covered sitting area,695571.0,13.452488369966389,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,-0.32028848963384654,0.6971163913717927,0,9656176.0,34,0.07203379474442057,3,
NAVEEN JINDAL,Construction of community centers and community halls,1345191.0,14.11204656837092,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,-0.09218484585866854,0.9016502884536111,0,9656176.0,34,0.13930887340910109,3,
NAVEEN JINDAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",4205451.0,15.25189209890788,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.14250918007402935,1.2140302127136888,0,9656176.0,34,0.43551929873689127,22,
NAVEEN JINDAL,Construction of rooms and halls in school and colleges,194900.0,12.180241885495652,13.889238600811138,0.7668752234068101,61,1076513.9999999993,True,-1.5031366893813494,0.18104734355521632,0,9656176.0,34,0.020183973448702673,1,
NAVEEN JINDAL,Construction of toilet blocks,150000.0,11.918390573078392,13.117262389458487,0.8898969247531294,11,497456.00000000035,False,0.0,0.301534206040333,0,9656176.0,34,0.015534099627015912,1,
NAVEEN JINDAL,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,451783.0,13.020957255039413,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,-0.12173331233690035,0.8999930276801095,0,9656176.0,34,0.046786947545280864,2,
NAVEEN JINDAL,Installation of multi-gym equipment,113280.0,11.637617908927547,13.279020011816728,0.5307928328022182,12,584796.9733163806,False,0.0,0.19370825289602595,0,9656176.0,34,0.011731352038322417,1,
NEERAJ MAURYA,Lighting of public spaces,23404800.0,16.968451687497144,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,1.1381942865031132,8.67438157672362,0,69875200.0,3,0.33495145631067963,2,
NEERAJ MAURYA,Street lights,46470400.0,17.65432610872801,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,1.5215206037580757,15.819010562936782,0,69875200.0,3,0.6650485436893204,1,
NILESH DNYANDEV LANKE,"Purchase of IT systems, including hardware and software for educational purposes",974340.0,13.789515597687188,13.774841282306094,0.8346872078132384,20,960146.6213032259,True,0.011858125573146597,1.0147825117350402,0,974340.0,1,1.0,1,
NIMUBEN JAYANTIBHAI BAMBHANIYA,"Construction of roads, link roads, pathways or any other road with or without drainage system",2398998.0,14.690561708140784,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.26995051120441216,0.692543095197094,0,3793339.0,12,0.6324238355707201,8,
NIMUBEN JAYANTIBHAI BAMBHANIYA,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,699169.0,13.457647765956137,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,0.3827808648240883,1.3928085500562757,0,3793339.0,12,0.1843149267703203,2,
NIMUBEN JAYANTIBHAI BAMBHANIYA,Fitting of Sitting RCC Benches in Public Places,500000.0,13.122363377404328,14.01401158997869,1.161518866872262,6,1219573.2860308138,False,0.0,0.4099794622652689,0,3793339.0,12,0.1318099964174043,1,
NIMUBEN JAYANTIBHAI BAMBHANIYA,Providing supply pipelines for drinking water,195172.0,12.1816365000493,13.120916330937414,0.6030149786341905,11,499277.00000000035,False,0.0,0.3909092547824151,0,3793339.0,12,0.051451241241555264,1,
Nitin Jairam Gadkari,Construction of footpaths and pedestrian ways,955761.0,13.77026316077833,13.691130308469193,0.49594380592756515,27,883043.9999999998,True,0.10762329974599642,1.0823481049641923,0,7131928.0,9,0.1340115884512575,1,
Nitin Jairam Gadkari,"Construction of roads, link roads, pathways or any other road with or without drainage system",458593.0,13.035918385442958,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.4857650925657249,0.13238669463489378,0,7131928.0,9,0.06430140629574499,1,
Nitin Jairam Gadkari,Development of playfields and sports grounds,992000.0,13.80747838626701,13.699922696458536,0.5894825609725016,14,890842.2980528027,False,0.0,1.1135528725660053,0,7131928.0,9,0.13909282314684052,1,
Nitin Jairam Gadkari,Lighting of public spaces,963514.0,13.778342297089063,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-0.5425166562054735,0.35710145314274344,0,7131928.0,9,0.13509867177571058,1,
Nitin Jairam Gadkari,"Purchase of IT systems, including hardware and software for educational purposes",2384760.0,14.68460904831033,13.774841282306094,0.8346872078132384,20,960146.6213032259,True,0.7351716336680211,2.4837456562239613,0,7131928.0,9,0.3343780251286889,2,
Nitin Jairam Gadkari,Purchase of hospital equipment,1377300.0,14.135635618905424,14.038695543721623,0.6075665378155941,12,1250051.794126947,False,0.0,1.1017943468189852,0,7131928.0,9,0.1931174852017575,3,
Om Birla,Construction of additional rooms and halls in the existing public and community building,2999278.0,14.913882151000848,13.81528000481769,0.6929616294384839,24,999769.4734287509,True,1.0693335909536403,2.999969572699446,0,4452314.0,5,0.6736447609041052,3,
Om Birla,"Construction of roads, link roads, pathways or any other road with or without drainage system",454143.0,13.026167405401905,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.4929300105597407,0.13110206798092114,0,4452314.0,5,0.10200156592729084,1,
Om Birla,Construction of rooms and halls in school and colleges,998893.0,13.814402944787208,13.889238600811138,0.7668752234068101,61,1076513.9999999993,True,-0.06582120330332329,0.9278959679112401,0,4452314.0,5,0.22435367316860402,1,
Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Construction of bus-sheds or bus-stops,300000.0,12.611537753638338,13.86558751291084,0.743540185445033,21,1051351.9999999995,True,-1.1376070576777644,0.28534686765231826,0,800000.0,2,0.375,1,
Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,13.122363377404328,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.422246217971693,0.14434007348007252,0,800000.0,2,0.625,1,
P C Mohan,"Purchase of IT systems, including hardware and software for educational purposes",4739506.0,15.371443468830757,13.774841282306094,0.8346872078132384,20,960146.6213032259,True,1.2901936973878292,4.936231503441605,0,4739506.0,1,1.0,1,
PARSHOTTAMBHAI RUPALA,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",499813.0,13.121989307448885,13.997832114758229,0.8758428073093434,19,1199999.9999999998,True,-0.6745,0.41651083333333344,0,7499786.0,16,0.06664363489838243,1,
PARSHOTTAMBHAI RUPALA,"Construction of roads, link roads, pathways or any other road with or without drainage system",6299973.0,15.656055905638292,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.4394845117002686,1.8186771314849457,0,7499786.0,16,0.8400203685811836,13,
PARSHOTTAMBHAI RUPALA,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",500000.0,13.122363377404328,13.122363377404328,0.5108256237659905,13,499999.9999999997,False,0.0,1.0000000000000007,0,7499786.0,16,0.06666856894316718,1,
PARSHOTTAMBHAI RUPALA,Providing drains and gutters for public drainage,200000.0,12.206072645530174,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,-2.097551862772668,0.20006383054454002,0,7499786.0,16,0.02666742757726687,1,
PATHAN YUSUF,Development of playground,2000000.0,14.508657738524219,13.761018831344273,0.606943052395259,18,946966.3434378215,True,0.8308562737521376,2.11200747931473,0,2000000.0,1,1.0,1,
PHANI BHUSAN CHOUDHURY,Forest conservation infrastructure,1000000.0,13.815510557964274,13.70393878230717,0.11157177565710441,2,894427.1909999158,False,0.0,1.118033988749895,0,3400000.0,2,0.29411764705882354,1,
PHANI BHUSAN CHOUDHURY,Street lights,2400000.0,14.690979295318174,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,-0.11138282844453154,0.8169851206584896,0,3400000.0,2,0.7058823529411765,1,
PRABHAKAR REDDY VEMIREDDY,Construction of boundary walls of existing public and community buildings,699888.0,13.458675601224176,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,-0.34010498297112945,0.7102925721866433,0,13574917.0,26,0.051557442303330474,2,
PRABHAKAR REDDY VEMIREDDY,"Construction of roads, link roads, pathways or any other road with or without drainage system",11499689.0,16.257830549489537,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.8816622164970559,3.319731910515963,0,13574917.0,26,0.8471277577608762,20,
PRABHAKAR REDDY VEMIREDDY,Providing drains and gutters for public drainage,1375340.0,14.134211531243219,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,0.41585565238084504,1.3757789435056385,0,13574917.0,26,0.10131479993579334,4,
PRAVEEN PATEL,Lighting of public spaces,5758272.0,15.566147987663072,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.3993897864447721,2.1341540432117974,0,5758272.0,6,1.0,6,
PRIYA SAROJ,"Construction of roads, link roads, pathways or any other road with or without drainage system",3646225.0,15.10920294378129,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.03766268353592436,1.0525927688497547,0,17094636.0,308,0.21329643988909738,1,
PRIYA SAROJ,Improvement of electricity distribution infrastructure,459000.0,13.036805489042683,12.864768028978977,0.8912752299478237,22,386453.9636230947,True,0.13019465022018242,1.1877223245345176,0,17094636.0,308,0.02685052784978867,3,
PRIYA SAROJ,Lighting of public spaces,5072804.0,15.439404279886809,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.332614792076389,1.8801031224334275,0,17094636.0,308,0.2967482899314147,47,
PRIYA SAROJ,Street lights,7916607.0,15.884473262906306,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,0.5462723562840057,2.694895885458685,0,17094636.0,308,0.4631047423296992,257,
PUSHPENDRA SAROJ,Installing hand pumps,15893966.0,16.581450098307958,12.206072645530174,0.3837169895705621,11,200000.00000000006,False,0.0,79.46982999999997,0,15967886.0,216,0.9953707084331639,215,
PUSHPENDRA SAROJ,Installing tube-wells and borewells,73920.0,11.210738706315565,13.14725957257652,0.9530793891161249,32,512604.3466944067,True,-1.3704874318018285,0.14420478577031656,0,15967886.0,216,0.004629291566836086,1,
